client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,predicted_cluster_id,predicted_cluster_name
C1515,Individual,Virginia,Mora,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C1516,Individual,Nicholas,Kennedy,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1517,Individual,Peter,Palmer,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C1518,Individual,Andrea,Vega,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C1519,Individual,Carol,Glass,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C1520,Corporate,Oasis,Co,1975-01-01,Other,USA,California,Investment,4.4,No,Website,C3,Corporate Buyer
C1521,Individual,Jose,Marquez,1975-01-01,Male,UK,Nevada,Investment,3,No,Agency,C1,Global Investor
C1522,Individual,Anna,Brown,1975-01-01,Female,Canada,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C1523,Individual,Karen,Ramirez,1975-01-01,Male,Germany,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C1524,Individual,Margaret,Holland,1975-01-01,Female,France,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C1525,Individual,Sharon,Cardenas,1975-01-01,Male,Belgium,Washington,Investment,3.7,No,Website,C1,Global Investor
C1526,Individual,Jonathan,Williamson,1975-01-01,Female,Mexico,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C1527,Individual,Sean,Rios,1975-01-01,Male,Russia,Virginia,Investment,3,No,Client,C1,Global Investor
C1528,Individual,Alexander,Nielsen,1975-01-01,Female,Denmark,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C1529,Individual,Lauren,Flowers,1975-01-01,Male,Australia,New York,Investment,4.4,No,Corporate,C1,Global Investor
C1530,Individual,Christine,Hinton,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C1531,Individual,Joyce,Greer,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C1532,Individual,Kelly,Nixon,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1533,Individual,Nancy,Berger,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C1534,Individual,Kyle,Fuller,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1535,Individual,Mark,Costa,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C1536,Individual,Janice,Lynch,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C1537,Individual,Amy,Shea,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C1538,Individual,Jason,Christensen,1975-01-01,Female,UK,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C1539,Individual,Lauren,Cline,1975-01-01,Male,Canada,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1540,Individual,Albert,Owen,1975-01-01,Female,Germany,California,Investment,3.7,Yes,Website,C1,Global Investor
C1541,Individual,Deborah,Edwards,1975-01-01,Male,France,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C1542,Individual,Shirley,Merritt,1975-01-01,Female,Belgium,Arizona,Investment,3,Yes,Client,C1,Global Investor
C1543,Individual,William,Larsen,1975-01-01,Male,Mexico,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C1544,Individual,Walter,Stein,1975-01-01,Female,Russia,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C1545,Individual,Christopher,Perry,1975-01-01,Male,Denmark,Washington,Investment,3,No,Website,C1,Global Investor
C1546,Individual,Patrick,Mueller,1975-01-01,Female,Australia,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C1547,Individual,Nathan,Ellis,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C1548,Individual,Evelyn,Forbes,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C1549,Individual,Julia,Grant,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C1550,Individual,Ronald,Fischer,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1551,Individual,Megan,Howard,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C1552,Individual,Kenneth,Huang,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1553,Individual,Gerald,Meyer,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1554,Individual,Stephen,Dorsey,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1555,Individual,Elizabeth,Mack,1975-01-01,Male,UK,Paris,Investment,3.7,No,Website,C1,Global Investor
C1556,Individual,Betty,Petrova,1975-01-01,Female,Canada,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C1557,Individual,Sara,Hanson,1975-01-01,Male,Germany,Quebec,Investment,3,No,Client,C1,Global Investor
C1558,Corporate,Marleez,Co,1975-01-01,Other,France,Brussels,Investment,3.7,No,Direct,C3,Corporate Buyer
C1559,Individual,Emma,Miller,1975-01-01,Male,Belgium,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C1560,Individual,Rebecca,Anderson,1975-01-01,Female,Mexico,California,Investment,3,Yes,Website,C1,Global Investor
C1561,Individual,Billy,Hurley,1975-01-01,Male,Russia,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C1562,Individual,Melissa,Stewart,1975-01-01,Female,Denmark,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C1563,Individual,Aaron,Ali,1975-01-01,Male,Australia,Colorado,Investment,3,No,Direct,C1,Global Investor
C1564,Individual,Judy,Bennett,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1565,Individual,Danielle,Benitez,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C1566,Individual,David,Strong,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C1567,Individual,Paul,Roman,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C1568,Individual,Raymond,Blake,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1569,Individual,Gloria,Shannon,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C1570,Individual,Jordan,Glover,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1571,Individual,Heather,Bray,1975-01-01,Male,USA,Utah,Personal Use,4.4,No,Agency,C4,Luxury Investor
C1572,Individual,Katherine,Collier,1975-01-01,Female,UK,Ohio,Investment,3,Yes,Client,C1,Global Investor
C1573,Individual,Emily,Simon,1975-01-01,Male,Canada,London,Investment,3.7,No,Direct,C1,Global Investor
C1574,Individual,Susan,Steward,1975-01-01,Female,Germany,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C1575,Individual,Noah,Bailey,1975-01-01,Male,France,Paris,Investment,3,No,Website,C1,Global Investor
C1576,Individual,Joan,Choi,1975-01-01,Female,Belgium,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C1577,Individual,Ryan,Gallagher,1975-01-01,Male,Mexico,Quebec,Investment,4.4,No,Client,C1,Global Investor
C1578,Individual,James,Michael,1975-01-01,Female,Russia,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C1579,Individual,Ruth,Chen,1975-01-01,Male,Denmark,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C1580,Individual,Roger,Hogan,1975-01-01,Female,Australia,California,Investment,4.4,Yes,Website,C1,Global Investor
C1581,Individual,Zachary,Fisher,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C1582,Individual,Lisa,Turner,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1583,Individual,Maria,Juarez,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1584,Individual,Samuel,Shaffer,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1585,Individual,Edward,Leonard,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C1586,Individual,Justin,Pugh,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1587,Individual,Jesse,Crane,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C1588,Individual,Samantha,Irwin,1975-01-01,Female,USA,Georgia,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C1589,Individual,Daniel,Stout,1975-01-01,Male,UK,New York,Investment,4.4,No,Corporate,C1,Global Investor
C1590,Individual,Diane,Simmons,1975-01-01,Female,Canada,Florida,Investment,3,Yes,Website,C1,Global Investor
C1591,Individual,Charles,Villarreal,1975-01-01,Male,Germany,Utah,Investment,3.7,No,Agency,C1,Global Investor
C1592,Individual,Keith,Melton,1975-01-01,Female,France,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C1593,Individual,Joshua,Fritz,1975-01-01,Male,Belgium,London,Investment,3,No,Direct,C1,Global Investor
C1594,Individual,Stephanie,Morrison,1975-01-01,Female,Mexico,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C1595,Individual,Richard,Wyatt,1975-01-01,Male,Russia,Paris,Investment,4.4,No,Website,C1,Global Investor
C1596,Corporate,Kylax,Co,1975-01-01,Other,Denmark,Ontario,Investment,3,Yes,Agency,C3,Corporate Buyer
C1597,Individual,Kimberly,Cross,1975-01-01,Male,Australia,Quebec,Investment,3.7,No,Client,C1,Global Investor
C1598,Individual,George,Mercer,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1599,Individual,Teresa,Cameron,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1600,Individual,Madison,Lozano,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1601,Individual,Douglas,Oneill,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C1602,Individual,Jessica,Watts,1975-01-01,Female,USA,Arizona,Investment,3,Yes,Client,C2,First-Time Buyer
C1603,Individual,Steven,Ayers,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C1604,Individual,Nicole,Goodwin,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C1605,Individual,Jennifer,Hatfield,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C1606,Individual,Brian,Aleksandrov,1975-01-01,Female,UK,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C1607,Individual,Brenda,Mcconnell,1975-01-01,Male,Canada,Virginia,Investment,4.4,No,Client,C1,Global Investor
C1608,Individual,Timothy,Ferrell,1975-01-01,Female,Germany,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C1609,Individual,Debra,Hansen,1975-01-01,Male,France,New York,Investment,3.7,No,Corporate,C1,Global Investor
C1610,Individual,Austin,Carrillo,1975-01-01,Female,Belgium,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C1611,Individual,Austin,Simpson,1975-01-01,Male,Mexico,Utah,Investment,3,No,Agency,C1,Global Investor
C1612,Individual,Austin,Sanchez,1975-01-01,Female,Russia,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C1613,Individual,Austin,Charles,1975-01-01,Male,Denmark,London,Investment,4.4,No,Direct,C1,Global Investor
C1614,Individual,Kareem,Singh,1975-01-01,Female,Australia,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C1615,Individual,Trystan,Campos,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C1616,Individual,Kale,Stephenson,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1617,Individual,Russell,Poole,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C1618,Individual,Marleez,Bright,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C1619,Individual,Yurem,Hall,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C1620,Individual,Xavier,Weaver,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C1621,Individual,Kayden,Green,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C1622,Individual,Joaquin,Sanders,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1623,Individual,Nicolas,Carter,1975-01-01,Male,UK,Colorado,Investment,3,No,Direct,C1,Global Investor
C1624,Individual,Laci,Wilson,1975-01-01,Female,Canada,Oregon,Investment,3.7,Yes,Corporate,C1,Global Investor
C1625,Individual,Kylax,Harris,1975-01-01,Male,Germany,Washington,Investment,4.4,No,Website,C1,Global Investor
C1626,Individual,Harley,Alexander,1975-01-01,Female,France,Texas,Investment,3,Yes,Agency,C1,Global Investor
C1627,Individual,Esther,Williams,1975-01-01,Male,Belgium,Virginia,Investment,3.7,No,Client,C1,Global Investor
C1628,Individual,Jaylynn,Chavez,1975-01-01,Female,Mexico,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C1629,Individual,Olivia,Peterson,1975-01-01,Male,Russia,New York,Investment,3,No,Corporate,C1,Global Investor
C1630,Individual,Antonio,Kim,1975-01-01,Female,Denmark,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C1631,Individual,Luke,Martin,1975-01-01,Male,Australia,Utah,Investment,4.4,No,Agency,C1,Global Investor
C1632,Individual,Anahi,Adams,1975-01-01,Female,USA,Ohio,Investment,3,Yes,Client,C2,First-Time Buyer
C1633,Individual,Camille,Johnson,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C1634,Corporate,Esther,Co,1975-01-01,Other,USA,Berlin,Investment,4.4,No,Corporate,C3,Corporate Buyer
C1635,Individual,Araceli,Campbell,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C1636,Individual,Cole,Brooks,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1637,Individual,Alonso,Pierce,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C1638,Individual,Rodolfo,Roberts,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C1639,Individual,Joseph,Gray,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C1640,Individual,Grant,James,1975-01-01,Female,UK,California,Investment,4.4,Yes,Website,C1,Global Investor
C1641,Individual,Ava,Price,1975-01-01,Male,Canada,Nevada,Investment,3,No,Agency,C1,Global Investor
C1642,Individual,Kyla,Evans,1975-01-01,Female,Germany,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C1643,Individual,Alanna,Wood,1975-01-01,Male,France,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C1644,Individual,Skylar,Foster,1975-01-01,Female,Belgium,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C1645,Individual,Rodrigo,Phillips,1975-01-01,Male,Mexico,Washington,Investment,3.7,No,Website,C1,Global Investor
C1646,Individual,Lydia,Stone,1975-01-01,Female,Russia,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C1647,Individual,Lauryn,Richardson,1975-01-01,Male,Denmark,Virginia,Investment,3,No,Client,C1,Global Investor
C1648,Individual,Diego,Reyes,1975-01-01,Female,Australia,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C1649,Individual,Victor,Jordan,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C1650,Individual,Scarlet,Owens,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C1651,Individual,Janelle,Rogers,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C1652,Individual,Aleksandra,Hughes,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1653,Individual,Conner,Allen,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C1654,Individual,Zain,Patterson,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1655,Individual,Maia,Baker,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C1656,Individual,Jordyn,Morales,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C1657,Individual,Diana,Collins,1975-01-01,Male,UK,Quebec,Investment,3.7,No,Client,C1,Global Investor
C1658,Individual,Kevin,Montgomery,1975-01-01,Female,Canada,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C1659,Individual,Brisa,Scott,1975-01-01,Male,Germany,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1660,Individual,Mason,Smith,1975-01-01,Female,France,California,Investment,3.7,Yes,Website,C1,Global Investor
C1661,Individual,Derick,King,1975-01-01,Male,Belgium,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C1662,Individual,Jace,Jackson,1975-01-01,Female,Mexico,Arizona,Investment,3,Yes,Client,C1,Global Investor
C1663,Individual,Jair,Griffin,1975-01-01,Male,Russia,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C1664,Individual,Matilda,Young,1975-01-01,Female,Denmark,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C1665,Individual,Myla,Thomas,1975-01-01,Male,Australia,Washington,Investment,3,No,Website,C1,Global Investor
C1666,Individual,Miguel,Reed,1975-01-01,Female,USA,Texas,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1667,Individual,Mara,White,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C1668,Individual,Erik,Watson,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C1669,Individual,Henry,Peterson,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C1670,Individual,Oswaldo,Walker,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1671,Individual,Kassidy,Ward,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C1672,Corporate,Bridger,Co,1975-01-01,Other,USA,Ohio,Investment,3.7,No,Client,C3,Corporate Buyer
C1673,Individual,Tyler,Oconnor,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1674,Individual,Yesenia,Gay,1975-01-01,Female,UK,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C1675,Individual,Gordon,Gross,1975-01-01,Male,Canada,Paris,Investment,3.7,No,Website,C1,Global Investor
C1676,Individual,Melanie,Co,1975-01-01,Female,Germany,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C1677,Individual,Enrique,Wright,1975-01-01,Male,France,Quebec,Investment,3,No,Client,C1,Global Investor
C1678,Individual,Helen,Faulkner,1975-01-01,Female,Belgium,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C1679,Individual,Isis,Olsen,1975-01-01,Male,Mexico,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C1680,Individual,Kayley,Mullins,1975-01-01,Female,Russia,California,Investment,3,Yes,Website,C1,Global Investor
C1681,Individual,Donavan,Navarro,1975-01-01,Male,Denmark,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C1682,Individual,Augustus,Guerra,1975-01-01,Female,Australia,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C1683,Individual,Alejandra,Lucero,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C1684,Individual,Violet,Hickman,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1685,Individual,Jaelyn,Oconnell,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C1686,Individual,Tristian,Porter,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C1687,Individual,Christian,Lynn,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C1688,Individual,Nora,Curry,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1689,Individual,Dangelo,Sharp,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C1690,Individual,Aiyana,Obrien,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1691,Individual,Sidney,Nelson,1975-01-01,Male,UK,Utah,Investment,4.4,No,Agency,C1,Global Investor
C1692,Individual,Kaitlin,Taylor,1975-01-01,Female,Canada,Ohio,Investment,3,Yes,Client,C1,Global Investor
C1693,Individual,Issac,Terrell,1975-01-01,Male,Germany,London,Investment,3.7,No,Direct,C1,Global Investor
C1694,Individual,Zaiden,Gibson,1975-01-01,Female,France,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C1695,Individual,Iris,Reeves,1975-01-01,Male,Belgium,Paris,Investment,3,No,Website,C1,Global Investor
C1696,Individual,Grace,Weber,1975-01-01,Female,Mexico,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C1697,Individual,Alessandra,Phelps,1975-01-01,Male,Russia,Quebec,Investment,4.4,No,Client,C1,Global Investor
C1698,Individual,Jamal,Walker,1975-01-01,Female,Denmark,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C1699,Individual,Irvin,Hess,1975-01-01,Male,Australia,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C1700,Individual,Terry,Buchanan,1975-01-01,Female,USA,California,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1701,Individual,Jacqueline,Robinson,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C1702,Individual,Brock,Tate,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1703,Individual,Curtis,Patrick,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1704,Individual,Avah,Mendez,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1705,Individual,Frank,Jensen,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C1706,Individual,Darien,Hendricks,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1707,Individual,Franklin,Espinoza,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C1708,Individual,Elena,Karenina,1975-01-01,Female,UK,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C1709,Individual,Jack,Huff,1975-01-01,Male,Canada,New York,Investment,4.4,No,Corporate,C1,Global Investor
C1710,Corporate,Kenyon,Co,1975-01-01,Other,Germany,Florida,Investment,3,Yes,Website,C3,Corporate Buyer
C1711,Individual,Aniya,Chandler,1975-01-01,Male,France,Utah,Investment,3.7,No,Agency,C1,Global Investor
C1712,Individual,Kael,Park,1975-01-01,Female,Belgium,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C1713,Individual,Kamden,Hunt,1975-01-01,Male,Mexico,London,Investment,3,No,Direct,C1,Global Investor
C1714,Individual,Aniyah,Mata,1975-01-01,Female,Russia,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C1715,Individual,Simon,Mckee,1975-01-01,Male,Denmark,Paris,Investment,4.4,No,Website,C1,Global Investor
C1716,Individual,Laurel,Gilbert,1975-01-01,Female,Australia,Ontario,Investment,3,Yes,Agency,C1,Global Investor
C1717,Individual,Trey,Li,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C1718,Individual,Myah,Riggs,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1719,Individual,Nyla,Johns,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1720,Individual,Kole,Madden,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1721,Individual,Melany,Ewing,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C1722,Individual,Arthur,Walter,1975-01-01,Female,USA,Arizona,Investment,3,Yes,Client,C2,First-Time Buyer
C1723,Individual,Kamila,Franco,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C1724,Individual,Amanda,Mora,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C1725,Individual,Erika,Kennedy,1975-01-01,Male,UK,Washington,Investment,3,No,Website,C1,Global Investor
C1726,Individual,Jakobe,Palmer,1975-01-01,Female,Canada,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C1727,Individual,Sonia,Vega,1975-01-01,Male,Germany,Virginia,Investment,4.4,No,Client,C1,Global Investor
C1728,Individual,Madeline,Glass,1975-01-01,Female,France,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C1729,Individual,Bennett,Carr,1975-01-01,Male,Belgium,New York,Investment,3.7,No,Corporate,C1,Global Investor
C1730,Individual,Belinda,Marquez,1975-01-01,Female,Mexico,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C1731,Individual,Johanna,Brown,1975-01-01,Male,Russia,Utah,Investment,3,No,Agency,C1,Global Investor
C1732,Individual,Jaylen,Ramirez,1975-01-01,Female,Denmark,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C1733,Individual,Michael,Holland,1975-01-01,Male,Australia,London,Investment,4.4,No,Direct,C1,Global Investor
C1734,Individual,Adriana,Cardenas,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1735,Individual,Julio,Williamson,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C1736,Individual,Warren,Rios,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1737,Individual,Luis,Nielsen,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C1738,Individual,Mohammad,Flowers,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C1739,Individual,Davion,Hinton,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C1740,Individual,Logan,Greer,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C1741,Individual,Kaylin,Nixon,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C1742,Individual,Ruben,Berger,1975-01-01,Female,UK,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C1743,Individual,Gianni,Fuller,1975-01-01,Male,Canada,Colorado,Investment,3,No,Direct,C1,Global Investor
C1744,Individual,Emilie,Costa,1975-01-01,Female,Germany,Oregon,Investment,3.7,Yes,Corporate,C1,Global Investor
C1745,Individual,Crystal,Lynch,1975-01-01,Male,France,Washington,Investment,4.4,No,Website,C1,Global Investor
C1746,Individual,Annabel,Shea,1975-01-01,Female,Belgium,Texas,Investment,3,Yes,Agency,C1,Global Investor
